val,test,train
,,slide_285
,,slide_286
,,slide_287
,,slide_289
,,slide_290
,,slide_291
,,slide_293
,,slide_30
,,slide_294
,,slide_295
,,slide_298
,,slide_299
,,slide_300
,,slide_301
,,slide_302
,,slide_303
,,slide_31
,,slide_304
,,slide_305
,,slide_306
,,slide_307
,,slide_308
,,slide_309
,,slide_310
,,slide_311
,,slide_313
,,slide_32
,,slide_315
,,slide_316
,,slide_317
,,slide_318
,,slide_319
,,slide_320
,,slide_322
,,slide_33
,,slide_325
,,slide_328
,,slide_329
,,slide_330
,,slide_331
,,slide_332
,,slide_333
,,slide_334
,,slide_34
,,slide_335
,,slide_337
,,slide_338
,,slide_340
,,slide_341
,,slide_342
,,slide_344
,,slide_35
,,slide_345
,,slide_347
,,slide_348
,,slide_349
,,slide_350
,,slide_353
,,slide_354
,,slide_356
,,slide_359
,,slide_360
,,slide_362
,,slide_363
,,slide_37
,,slide_365
,,slide_366
,,slide_367
,,slide_369
,,slide_371
,,slide_372
,,slide_373
,,slide_38
,,slide_376
,,slide_377
,,slide_378
,,slide_380
,,slide_381
,,slide_382
,,slide_39
,,slide_385
,,slide_387
,,slide_389
,,slide_392
,,slide_394
,,slide_40
,,slide_396
,,slide_397
,,slide_400
,,slide_401
,,slide_403
,,slide_4
,,slide_5
,,slide_41
,,slide_405
,,slide_406
,,slide_407
,,slide_408
,,slide_409
,,slide_410
,,slide_411
,,slide_412
,,slide_413
,,slide_414
,,slide_415
,,slide_418
,,slide_419
,,slide_421
,,slide_422
,,slide_423
,,slide_424
,,slide_425
,,slide_43
,,slide_427
,,slide_428
,,slide_429
,,slide_430
,,slide_431
,,slide_432
,,slide_433
,,slide_434
,,slide_44
,,slide_437
,,slide_438
,,slide_439
,,slide_441
,,slide_442
,,slide_443
,,slide_445
,,slide_446
,,slide_447
,,slide_448
,,slide_450
,,slide_453
,,slide_454
,,slide_455
,,slide_456
,,slide_457
,,slide_458
,,slide_459
,,slide_460
,,slide_461
,,slide_462
,,slide_464
,,slide_465
,,slide_47
,,slide_466
,,slide_467
,,slide_468
,,slide_469
,,slide_470
,,slide_471
,,slide_472
,,slide_473
,,slide_474
,,slide_475
,,slide_48
,,slide_476
,,slide_477
,,slide_478
,,slide_479
,,slide_480
,,slide_481
,,slide_483
,,slide_484
,,slide_49
,,slide_486
,,slide_487
,,slide_488
,,slide_489
,,slide_490
,,slide_491
,,slide_492
,,slide_493
,,slide_495
,,slide_497
,,slide_498
,,slide_499
,,slide_500
,,slide_502
,,slide_503
,,slide_504
,,slide_505
,,slide_51
,,slide_506
,,slide_507
,,slide_508
,,slide_510
,,slide_511
,,slide_513
,,slide_514
,,slide_515
,,slide_52
,,slide_516
,,slide_517
,,slide_518
,,slide_53
,,slide_54
,,slide_55
,,slide_56
,,slide_57
,,slide_59
,,slide_60
,,slide_61
,,slide_62
,,slide_63
,,slide_66
,,slide_68
,,slide_70
,,slide_72
,,slide_73
,,slide_74
,,slide_76
,,slide_77
,,slide_79
,,slide_80
,,slide_81
,,slide_84
,,slide_85
,,slide_89
,,slide_90
,,slide_91
,,slide_92
,,slide_10
,,slide_96
,,slide_97
,,slide_98
,,slide_101
,,slide_103
,,slide_519
,,slide_520
,,slide_521
,,slide_522
,,slide_523
,,slide_524
,,slide_525
,,slide_528
,,slide_529
,,slide_530
,,slide_531
,,slide_534
,,slide_535
,,slide_536
,,slide_537
,,slide_538
,,slide_539
,,slide_540
,,slide_542
,,slide_544
,,slide_545
,,slide_548
,,slide_549
,,slide_550
,,slide_551
,,slide_552
,,slide_553
,,slide_554
,,slide_555
,,slide_557
,,slide_558
,,slide_560
,,slide_561
,,slide_562
,,slide_563
,,slide_564
,,slide_565
,,slide_566
,,slide_567
,,slide_568
,,slide_569
,,slide_570
,,slide_571
,,slide_572
,,slide_573
,,slide_574
,,slide_575
,,slide_577
,,slide_578
,,slide_579
,,slide_581
,,slide_583
,,slide_584
,,slide_585
,,slide_586
,,slide_587
,,slide_589
,,slide_590
,,slide_591
,,slide_593
,,slide_594
,,slide_597
,,slide_598
,,slide_599
,,slide_600
,,slide_602
,,slide_604
,,slide_606
,,slide_607
,,slide_609
,,slide_610
,,slide_612
,,slide_614
,,slide_615
,,slide_616
,,slide_618
,,slide_619
,,slide_621
,,slide_624
,,slide_625
,,slide_626
,,slide_628
,,slide_629
,,slide_630
,,slide_631
,,slide_632
,,slide_637
,,slide_638
,,slide_639
,,slide_640
,,slide_642
,,slide_644
,,slide_646
,,slide_647
,,slide_648
,,slide_649
,,slide_650
,,slide_651
,,slide_652
,,slide_653
,,slide_654
,,slide_655
,,slide_656
,,slide_657
,,slide_658
,,slide_659
,,slide_660
,,slide_661
,,slide_663
,,slide_664
,,slide_665
,,slide_666
,,slide_668
,,slide_669
,,slide_670
,,slide_672
,,slide_674
,,slide_675
,,slide_676
,,slide_677
,,slide_679
,,slide_681
,,slide_684
,,slide_689
,,slide_691
,,slide_692
,,slide_693
,,slide_696
,,slide_697
,,slide_701
,,slide_702
,,slide_703
,,slide_704
,,slide_705
,,slide_706
,,slide_707
,,slide_708
,,slide_710
,,slide_711
,,slide_712
,,slide_714
,,slide_715
,,slide_716
,,slide_718
,,slide_719
,,slide_720
,,slide_723
,,slide_724
,,slide_725
,,slide_726
,,slide_727
,,slide_728
,,slide_729
,,slide_733
,,slide_737
,,slide_738
,,slide_739
,,slide_740
,,slide_743
,,slide_745
,,slide_746
,,slide_747
,,slide_748
,,slide_749
,,slide_750
,,slide_751
,,slide_752
,,slide_753
,,slide_754
,,slide_755
,,slide_756
,,slide_758
,,slide_759
,,slide_760
,,slide_763
,,slide_764
,,slide_767
,,slide_768
,,slide_769
,,slide_770
,,slide_772
,,slide_773
,,slide_774
,,slide_775
,,slide_777
,,slide_778
,,slide_780
,,slide_782
,,slide_783
,,slide_784
,,slide_786
,,slide_787
,,slide_788
,,slide_789
,,slide_790
,,slide_791
,,slide_792
,,slide_795
,,slide_797
,,slide_799
,,slide_800
,,slide_801
,,slide_803
,,slide_804
,,slide_805
,,slide_806
,,slide_807
,,slide_809
,,slide_811
,,slide_812
